0.002 8140087.210029
0.004 3966844.634827
0.006 2579647.0334730004
0.008 1889931.556875
0.01 1477871.820204
0.012 1204546.522897
0.014 1010472.7650179999
0.016 865677.220822
0.018 753638.9593979999
0.02 664479.486041
0.04 274616.482227
0.06 154490.756052
0.08 99571.67791
0.1 69077.137174
0.12 50112.789828999994
0.14 37709.07247
0.16 29290.158828
0.18 23299.697966
0.2 18690.265125
0.24 12396.937237
0.28 8561.061213
0.32 6142.5868629999995
0.36 4545.910403999999
0.4 3430.25399
0.45 2452.159166
0.5 1788.2801800000002
0.55 1334.3473860000001
0.6 1019.9374369999999
0.65 796.568184
0.7 627.765445
0.75 494.27419199999997
0.8 388.009214
0.85 304.805095
0.9 240.367851
0.95 190.615057
1.0 152.133805
1.1 98.80319399999999
1.2 65.305286
1.3 43.304831
1.4 28.282543
1.5 17.741893
1.6 10.251225
1.7 4.9373119999999995
1.8 1.2170410000000003
1.9 -1.202912
2.0 -2.826314
2.1 -3.9051530000000003
2.2 -4.585781
2.3 -4.976681
2.4 -5.158913
2.5 -5.192026
2.6 -4.926356
2.7 -4.493042
2.8 -4.079442
2.9 -3.691179
3.0 -3.332019
3.1 -3.002208
3.2 -2.700336
3.3 -2.425242
3.4 -2.175553
3.5 -1.949495
3.6 -1.744813
3.7 -1.5278509999999998
3.8 -1.2704339999999998
3.9 -1.0567129999999998
4.0 -0.8792409999999999
5.0 -0.14377899999999988
6.0 -0.02771199999999996
7.0 -0.008521999999999919
8.0 -0.0046959999999998114
9.0 -0.0035529999999999173
10.0 -0.0030089999999998174
