2.000000000000000042e-03 5.018861202172000892e+06 -1.974059050202606678e+09
1.200800800800800802e-02 7.502761081285154214e+05 -7.035194480860665441e+07
2.201601601601601427e-02 3.702541153905165847e+05 -2.151471111651989445e+07
3.202402402402402398e-02 2.260481222884615127e+05 -8.777824066099625081e+06
4.203203203203203370e-02 1.651676643840312026e+05 -4.706549107174724340e+06
5.204004004004004341e-02 1.241939183765958151e+05 -3.493590293592524715e+06
6.204804804804804619e-02 9.499556647034935304e+04 -2.359933951919516083e+06
7.205605605605605590e-02 7.580986114419075602e+04 -1.546725546976013808e+06
8.206406406406406562e-02 6.258934084945738141e+04 -1.160335594977809582e+06
9.207207207207207533e-02 5.215670757427624631e+04 -9.288212654060190544e+05
1.020800800800800850e-01 4.391153522405807598e+04 -7.237404138210953679e+05
1.120880880880880948e-01 3.751055363821890205e+04 -5.646305470574214123e+05
1.220960960960960906e-01 3.242636686602623740e+04 -4.598371410487697576e+05
1.321041041041041142e-01 2.822282256472406880e+04 -3.827294190297991736e+05
1.421121121121121100e-01 2.471507146997223026e+04 -3.207027745208743145e+05
1.521201201201201336e-01 2.176443447326419846e+04 -2.707244563952708850e+05
1.621281281281281295e-01 1.926086580134056931e+04 -2.312537936340282031e+05
1.721361361361361253e-01 1.711407451211729858e+04 -1.986150470773961861e+05
1.821441441441441489e-01 1.526830638937874392e+04 -1.710745526797613420e+05
1.921521521521521447e-01 1.367567320092042064e+04 -1.478583447623666143e+05
2.021601601601601683e-01 1.229556841617391365e+04 -1.285669140276340913e+05
2.121681681681681642e-01 1.109360897042108263e+04 -1.119931428499903268e+05
2.221761761761761877e-01 1.004669570693961214e+04 -9.758248992499554879e+04
2.321841841841841836e-01 9.133180120934726801e+03 -8.533495525264981552e+04
2.421921921921921794e-01 8.331432965254074588e+03 -7.522418488117981178e+04
2.522002002002001753e-01 7.623067427305682031e+03 -6.651299214318393206e+04
2.622082082082082266e-01 6.996556395651973617e+03 -5.886638296311733575e+04
2.722162162162162224e-01 6.441245509520006635e+03 -5.228435734098010289e+04
2.822242242242242183e-01 5.946487740632042005e+03 -4.675702531810713117e+04
2.922322322322322141e-01 5.502826375174355235e+03 -4.201493447906451183e+04
3.022402402402402655e-01 5.103300631944654924e+03 -3.793696398468781263e+04
3.122482482482482613e-01 4.741263989215253787e+03 -3.452311383497710631e+04
3.222562562562562571e-01 4.410078895520226979e+03 -3.176145684512284060e+04
3.322642642642642530e-01 4.104512587795813488e+03 -2.933536791435559280e+04
3.422722722722722488e-01 3.822251909494982101e+03 -2.710406060704324045e+04
3.522802802802803002e-01 3.561347484570382676e+03 -2.506753492318576900e+04
3.622882882882882960e-01 3.319851976430276864e+03 -2.322311708830665157e+04
3.722962962962962918e-01 3.096126340588721632e+03 -2.150162226864717377e+04
3.823043043043042877e-01 2.889166604816000472e+03 -1.987262015516698375e+04
3.923123123123123390e-01 2.698047101367988489e+03 -1.833611074786608879e+04
4.023203203203203349e-01 2.521841919432672512e+03 -1.689240831527782211e+04
4.123283283283283307e-01 2.359589662176394995e+03 -1.554944188557248708e+04
4.223363363363363265e-01 2.210256477426642505e+03 -1.431066127906696238e+04
4.323443443443443224e-01 2.072799672630509122e+03 -1.317606649576125346e+04
4.423523523523523737e-01 1.946176555235090973e+03 -1.214565753565535306e+04
4.523603603603603696e-01 1.829345251862722534e+03 -1.121839323327466627e+04
4.623683683683683654e-01 1.721378475874878404e+03 -1.036880880971397346e+04
4.723763763763763612e-01 1.621580330778421740e+03 -9.585974297388362174e+03
4.823843843843843571e-01 1.529282782927177095e+03 -8.869889696297826958e+03
4.923923923923924084e-01 1.443817798674970163e+03 -8.220555006442367812e+03
5.024004004004003487e-01 1.364517988045307220e+03 -7.637165774933049761e+03
5.124084084084084001e-01 1.290802298349899957e+03 -7.100638977339300254e+03
5.224164164164164514e-01 1.222262107370164813e+03 -6.602894277242074168e+03
5.324244244244243918e-01 1.158509283563790859e+03 -6.143931674641378777e+03
5.424324324324324431e-01 1.099155695388464210e+03 -5.723751169537204078e+03
5.524404404404404945e-01 1.043813383518932369e+03 -5.342141057857475971e+03
5.624484484484484348e-01 9.921165566552843984e+02 -4.994228080150681308e+03
5.724564564564564861e-01 9.437432115197671010e+02 -4.677976575680411770e+03
5.824644644644644265e-01 8.983764798346854832e+02 -4.393386544446678272e+03
5.924724724724724778e-01 8.556994933223411408e+02 -4.140457986449471719e+03
6.024804804804805292e-01 8.153957257634218649e+02 -3.918777201537674046e+03
6.124884884884884695e-01 7.771909365429141872e+02 -3.719098711775461197e+03
6.224964964964965208e-01 7.408934966561930651e+02 -3.537612571721057066e+03
6.325045045045044612e-01 7.063213369216990714e+02 -3.374318781374466198e+03
6.425125125125125125e-01 6.732923881578714145e+02 -3.229217340735684502e+03
6.525205205205205639e-01 6.416250030407943541e+02 -3.101806142036768506e+03
6.625285285285285042e-01 6.111876546468324705e+02 -2.981185942180170969e+03
6.725365365365365555e-01 5.819456640682575426e+02 -2.862925874468909115e+03
6.825445445445444959e-01 5.538754110836594009e+02 -2.747025938902983853e+03
6.925525525525525472e-01 5.269532754716271938e+02 -2.633486135482394275e+03
7.025605605605605986e-01 5.011556754313983220e+02 -2.522261449867337888e+03
7.125685685685685389e-01 4.764634192563472084e+02 -2.412402367984754164e+03
7.225765765765765902e-01 4.528657056851631637e+02 -2.303528090942864765e+03
7.325845845845845306e-01 4.303526787831148113e+02 -2.195638618741672872e+03
7.425925925925925819e-01 4.089144826154692964e+02 -2.088733951381174393e+03
